OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.0.00057	none	1	1	1	1	1	2	1	1	1	1	1	1	2	2
sim.1.00057	none	2	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.10.00057	none	1	1	1	1	1	1	1	1	0	0	1	1	2	2
sim.100.00057	none	1	1	1	1	1	1	1	2	1	0	0	0	0	0
sim.101.00057	none	1	1	1	1	1	1	1	1	1	1	1	2	3	2
sim.102.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.103.00057	none	1	1	0	0	0	0	0	0	0	1	1	0	0	0
sim.104.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.105.00057	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
sim.106.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.107.00057	none	3	3	2	2	3	3	3	2	2	2	1	1	1	1
sim.108.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.109.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sim.11.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.110.00057	none	1	1	1	1	2	2	2	1	1	0	0	0	0	0
sim.111.00057	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
sim.112.00057	none	2	2	2	2	2	2	2	2	2	1	1	1	1	1
sim.113.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.114.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.115.00057	none	1	1	1	1	1	1	1	1	1	0	0	1	1	2
sim.116.00057	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.117.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.118.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sim.119.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.12.00057	none	1	1	2	2	2	2	2	3	2	1	2	1	1	1
sim.120.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.121.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.122.00057	none	2	2	1	1	1	0	1	1	1	1	1	1	1	1
sim.123.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.124.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.125.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.126.00057	none	0	1	1	1	1	1	1	1	1	2	1	2	2	2
sim.127.00057	none	0	0	0	0	0	0	0	0	0	1	2	1	1	1
sim.128.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.129.00057	none	0	1	1	1	1	1	1	1	1	1	2	2	1	1
sim.13.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.130.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sim.131.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sim.132.00057	none	2	2	1	1	1	1	1	2	2	2	1	2	1	1
sim.133.00057	none	1	1	1	2	2	2	2	2	2	1	1	3	2	2
sim.134.00057	none	1	1	2	1	1	1	1	1	1	1	1	1	1	1
sim.135.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.136.00057	none	0	0	2	2	2	2	2	2	2	2	1	1	1	1
sim.137.00057	none	0	0	0	0	0	0	0	0	0	2	2	1	1	1
sim.138.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
sim.139.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.14.00057	none	1	1	1	1	1	1	1	1	1	1	2	1	1	1
sim.140.00057	none	1	1	2	1	1	1	1	0	0	1	1	0	1	1
sim.141.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.142.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.143.00057	none	1	0	1	1	1	1	1	1	1	1	1	1	1	0
sim.144.00057	none	1	1	0	1	1	1	1	1	1	3	3	2	2	3
sim.145.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.146.00057	none	1	1	2	2	2	2	2	2	2	1	1	1	1	1
sim.147.00057	none	1	1	1	1	1	0	1	1	1	1	1	1	1	1
sim.148.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.149.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.15.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
sim.150.00057	none	1	1	1	1	1	1	1	1	2	1	1	1	2	1
sim.151.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.152.00057	none	1	1	1	1	1	1	1	1	1	0	0	1	1	1
sim.153.00057	none	1	1	1	1	1	1	1	2	2	1	1	1	1	1
sim.154.00057	none	1	1	0	1	1	1	1	1	1	1	1	1	1	1
sim.155.00057	none	1	1	0	0	0	0	0	0	0	1	1	1	2	2
sim.156.00057	none	2	2	2	2	2	2	2	2	2	1	1	1	1	1
sim.157.00057	none	2	1	1	1	1	1	1	1	1	1	1	1	0	0
sim.158.00057	none	1	1	1	1	1	1	1	2	1	1	1	1	1	1
sim.159.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.16.00057	none	1	1	2	1	1	1	1	1	1	1	1	1	1	1
sim.160.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.161.00057	none	2	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.162.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sim.163.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.164.00057	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
sim.165.00057	none	2	2	2	2	2	2	2	2	2	1	2	1	1	1
sim.166.00057	none	2	2	1	1	1	1	1	1	1	1	1	1	1	1
sim.167.00057	none	1	1	1	0	0	0	0	1	1	2	2	2	2	2
sim.168.00057	none	0	0	1	1	1	1	1	1	1	0	0	0	0	0
sim.169.00057	none	2	2	1	1	2	2	1	1	1	0	0	0	0	0
sim.17.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.170.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.171.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.172.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.173.00057	none	1	1	1	1	1	1	1	1	1	1	2	1	1	1
sim.174.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
sim.175.00057	none	2	1	1	1	1	1	1	1	1	1	1	0	1	1
sim.176.00057	none	1	1	1	1	1	1	1	1	1	2	1	1	1	1
sim.177.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	0	1
sim.178.00057	none	1	1	1	1	1	1	1	2	2	1	1	2	1	1
sim.179.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.18.00057	none	1	1	1	1	1	1	1	1	1	1	1	2	2	2
sim.180.00057	none	1	1	0	1	1	1	1	1	1	0	0	0	0	0
sim.181.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.182.00057	none	1	1	1	1	1	1	1	0	0	1	1	1	1	0
sim.183.00057	none	1	1	1	1	1	1	1	3	3	1	1	1	1	1
sim.184.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.185.00057	none	1	1	1	2	1	1	1	1	1	1	1	2	1	1
sim.186.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.187.00057	none	0	0	1	1	1	1	1	2	1	0	1	1	1	1
sim.188.00057	none	1	1	0	0	0	0	0	0	0	2	2	1	1	1
sim.189.00057	none	1	1	1	1	1	1	1	1	1	2	1	2	2	2
sim.19.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.190.00057	none	1	1	1	1	1	1	0	1	1	1	1	0	0	0
sim.191.00057	none	3	2	1	1	1	1	1	1	1	1	1	1	1	1
sim.192.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.193.00057	none	1	1	1	1	1	1	1	2	2	1	1	1	1	1
sim.194.00057	none	1	1	1	1	1	1	0	1	1	1	1	2	1	1
sim.195.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.196.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.197.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	2	1
sim.198.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.199.00057	none	1	1	1	2	1	1	1	1	1	1	1	1	0	1
sim.2.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	1	1
sim.20.00057	none	1	1	1	1	1	1	1	0	0	1	1	1	1	1
sim.200.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	2	2
sim.201.00057	none	1	1	1	1	1	1	1	1	1	2	2	2	2	2
sim.202.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.203.00057	none	1	1	0	0	0	0	0	0	0	2	2	2	2	2
sim.204.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.205.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.206.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sim.207.00057	none	2	1	1	1	1	1	1	1	1	1	1	0	1	1
sim.208.00057	none	1	1	2	2	2	2	2	3	2	1	1	1	1	1
sim.209.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	0	1
sim.21.00057	none	1	1	1	0	1	1	1	1	1	2	2	1	1	1
sim.210.00057	none	0	0	0	0	0	0	0	0	0	1	0	1	1	1
sim.211.00057	none	2	2	2	2	2	2	2	2	2	1	1	1	1	1
sim.212.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.213.00057	none	1	1	1	1	1	1	0	1	1	1	1	1	1	1
sim.214.00057	none	1	1	2	1	1	1	1	0	0	1	1	1	1	1
sim.215.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.216.00057	none	1	1	1	2	2	1	1	1	1	1	1	1	1	1
sim.217.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	0	1
sim.218.00057	none	1	1	1	1	1	1	0	1	1	1	1	1	1	1
sim.219.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.22.00057	none	1	2	1	1	1	1	1	1	1	1	1	1	1	1
sim.220.00057	none	1	1	1	1	1	1	1	1	1	1	1	2	2	2
sim.221.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.222.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.223.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.224.00057	none	3	2	2	2	2	2	2	2	1	1	1	1	1	1
sim.225.00057	none	1	1	1	2	1	1	1	1	1	2	2	2	2	2
sim.226.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.227.00057	none	1	1	4	2	2	2	2	2	2	1	1	1	1	1
sim.228.00057	none	1	1	2	2	2	2	3	2	2	0	0	0	0	0
sim.229.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.23.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	2
sim.230.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.231.00057	none	1	1	1	1	1	1	1	1	1	3	2	0	1	1
sim.232.00057	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.233.00057	none	2	2	2	2	2	2	2	2	2	1	1	1	1	1
sim.234.00057	none	1	1	1	1	1	1	1	1	1	0	0	0	0	0
sim.235.00057	none	1	1	1	1	1	1	1	1	1	1	1	2	1	1
sim.236.00057	none	1	1	1	0	0	0	0	1	1	1	1	1	1	1
sim.237.00057	none	1	1	0	1	0	0	0	1	1	1	1	1	1	1
sim.238.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.239.00057	none	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sim.24.00057	none	1	1	1	1	1	1	1	1	1	1	1	0	0	0
sim.240.00057	none	1	1	1	1	1	1	1	1	1	1	2	1	1	1
