OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.0.002	none	4	3	4	2	3	3	3	5	6	1	1	0	0	0
sim.1.002	none	0	0	0	0	0	0	0	0	0	2	2	1	2	2
sim.10.002	none	1	1	1	1	0	0	1	1	1	1	1	2	2	0
sim.100.002	none	0	0	0	0	0	0	0	0	0	4	3	1	1	1
sim.101.002	none	0	0	0	0	0	0	0	0	0	0	1	1	1	1
sim.102.002	none	0	0	0	0	0	0	0	0	0	1	1	4	4	4
sim.103.002	none	2	2	2	2	1	1	1	2	1	2	1	2	1	1
sim.104.002	none	5	2	2	4	3	3	2	3	2	1	2	0	0	0
sim.105.002	none	1	1	1	1	2	2	1	0	0	1	2	0	0	0
sim.106.002	none	0	0	1	1	1	1	1	1	0	1	0	3	3	3
sim.107.002	none	1	3	0	1	1	1	2	1	1	1	1	0	0	0
sim.108.002	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.109.002	none	1	1	1	1	1	1	1	1	1	2	3	1	1	1
sim.11.002	none	2	1	1	1	1	1	0	1	1	0	0	0	0	0
sim.110.002	none	1	1	1	1	1	0	1	2	2	0	0	0	0	0
sim.111.002	none	0	0	0	0	0	0	0	0	0	3	2	3	3	2
sim.112.002	none	1	2	1	1	0	0	0	1	1	0	0	0	0	0
sim.113.002	none	2	2	1	3	3	3	4	3	2	2	3	0	0	0
sim.114.002	none	2	1	1	1	1	1	1	0	0	2	3	2	2	2
sim.115.002	none	1	1	1	1	1	0	1	0	1	0	3	1	1	1
sim.116.002	none	3	2	2	2	2	2	2	1	1	1	1	0	0	0
sim.117.002	none	2	3	0	0	0	0	0	0	0	3	2	0	2	0
sim.118.002	none	1	1	1	1	1	1	1	0	0	1	0	1	1	1
sim.119.002	none	1	1	1	2	1	1	1	2	1	0	0	1	1	1
sim.12.002	none	0	0	1	1	1	0	1	2	2	0	0	0	0	0
