OGS	desc	musDom	gloMor	droWil	droPse	droYak	droMel	droAna	droVir	droMoj	culQui	aedAeg	anoDar	anoSte	anoGam
sim.0.00114	none	1	2	1	1	0	0	0	2	2	1	1	1	1	1
sim.1.00114	none	1	1	1	1	1	1	1	1	1	2	2	2	2	2
sim.10.00114	none	1	1	1	3	1	1	1	1	1	1	1	1	1	1
sim.100.00114	none	2	0	3	4	3	3	2	3	3	2	1	2	2	2
sim.101.00114	none	1	1	2	1	1	1	1	1	1	1	1	1	1	1
sim.102.00114	none	0	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.103.00114	none	1	1	0	1	1	1	1	1	1	1	1	1	1	1
sim.104.00114	none	1	1	1	1	1	1	1	1	1	0	1	1	1	1
sim.105.00114	none	2	2	2	2	2	2	2	3	2	1	1	1	1	1
sim.106.00114	none	3	2	2	3	3	3	3	3	3	1	1	1	1	1
sim.107.00114	none	1	0	1	1	1	1	1	0	1	1	1	1	2	1
sim.108.00114	none	1	1	1	1	1	1	1	1	2	2	2	2	2	2
sim.109.00114	none	1	1	1	1	1	1	1	1	0	1	1	1	0	1
sim.11.00114	none	1	1	1	0	0	0	0	1	1	3	1	1	1	1
sim.110.00114	none	1	0	0	0	0	0	0	0	0	1	1	1	1	1
sim.111.00114	none	1	1	1	1	1	1	1	1	1	2	2	2	2	2
sim.112.00114	none	1	1	1	1	1	1	2	2	1	1	1	1	1	1
sim.113.00114	none	1	1	1	1	0	0	1	1	1	1	1	0	1	1
sim.114.00114	none	1	1	1	1	1	1	1	1	1	0	0	2	2	2
sim.115.00114	none	2	1	1	1	1	2	1	1	1	1	1	0	0	0
sim.116.00114	none	1	1	1	2	1	1	1	1	1	1	1	1	1	1
sim.117.00114	none	1	1	1	1	1	0	0	1	1	1	2	2	1	2
sim.118.00114	none	2	2	2	2	2	2	3	2	2	1	2	0	1	1
sim.119.00114	none	1	1	1	1	1	1	1	1	1	2	1	0	1	0
sim.12.00114	none	1	1	1	1	1	1	1	1	1	0	1	1	1	1
sim.120.00114	none	1	0	1	1	1	1	1	1	1	0	0	0	0	0
sim.121.00114	none	6	5	3	3	2	2	3	4	3	1	1	0	0	0
sim.122.00114	none	1	0	1	1	1	1	1	1	1	1	1	1	1	1
sim.123.00114	none	0	1	1	1	1	1	1	1	0	2	1	2	2	3
